6,0,29,8
6,30,59,13
7,0,59,18
8,30,59,8
9,30,59,8
10,30,59,8
11,30,59,8
12,30,59,8
13,30,59,8
14,30,59,8
15,0,29,13
15,30,59,18
16,0,59,18
17,0,59,13
18,0,59,8
